osm_id,code,fclass,name,latitude,longitude
7944287418,5601,railway_station,Kankaria East,73,23
7944287421,5601,railway_station,Shahpur Station,73,23
7944287424,5601,railway_station,Gheekanta,73,23
9056979598,5601,railway_station,Kevadiya,74,22
9061989361,5601,railway_station,Moriya,74,22
9062009152,5601,railway_station,Chandod,73,22
11150049345,5601,railway_station,St fatak,71,22
11392864510,5601,railway_station,Makarpura,73,22
12101715857,5601,railway_station,Junction Area (Rajkot),71,22
12196641344,5601,railway_station,Juna Koba,73,23
12196641345,5601,railway_station,Koba Circle,73,23
12196641346,5601,railway_station,Narmada Canal,73,23
12196641347,5601,railway_station,Tapovan Circle,73,23
12196641348,5601,railway_station,Vishwakarma College,73,23
12196641349,5601,railway_station,Koteshwar Road,73,23
12196641350,5601,railway_station,Raysan,73,23
12196641351,5601,railway_station,Randesan,73,23
12196641352,5601,railway_station,Dholakuva Circle,73,23
12196641353,5601,railway_station,Infocity,73,23
12196641354,5601,railway_station,Sector-1,73,23
12196641355,5601,railway_station,GNLU,73,23
12196641356,5601,railway_station,PDPU,73,23
12196641357,5601,railway_station,GIFT City,73,23
12196641362,5601,railway_station,AEC,73,23
12196641364,5601,railway_station,Sabarmati,73,23
12196641366,5601,railway_station,Motera Stadium,73,23
12406995811,5601,railway_station,Thaltej,73,23
12408894281,5601,railway_station,Thaltej Gam,73,23
